epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,model,dataset_size,train/box_loss,train/dfl_loss,val/box_loss,val/dfl_loss
25,617.212,0.42597,0.64906,0.20454,0.77267,0.82391,0.8026,0.4853,0.44354,0.5996,0.23679,0.000406,0.000406,0.000406,rtdetr-l,500,,,,
26,641.425,0.43246,0.59048,0.21933,0.78457,0.82095,0.80683,0.49274,0.43747,0.56399,0.24007,0.00038125,0.00038125,0.00038125,rtdetr-l,500,,,,
27,665.301,0.42457,0.53289,0.18355,0.74927,0.83343,0.76621,0.46887,0.44576,0.60181,0.25222,0.0003565,0.0003565,0.0003565,rtdetr-l,500,,,,
28,689.015,0.40566,0.54412,0.18176,0.751,0.83817,0.75975,0.46318,0.44219,0.57493,0.23286,0.00033175,0.00033175,0.00033175,rtdetr-l,500,,,,
29,712.813,0.40549,0.5674,0.18778,0.69355,0.85735,0.74943,0.46739,0.42971,0.55319,0.23231,0.000307,0.000307,0.000307,rtdetr-l,500,,,,
30,736.965,0.40401,0.52221,0.1783,0.7378,0.87457,0.78692,0.49129,0.42322,0.54103,0.23527,0.00028225,0.00028225,0.00028225,rtdetr-l,500,,,,
31,761.822,0.36062,0.43991,0.15148,0.75192,0.87408,0.81452,0.51537,0.4161,0.52467,0.23014,0.0002575,0.0002575,0.0002575,rtdetr-l,500,,,,
32,785.704,0.34506,0.43378,0.14587,0.80876,0.86867,0.82781,0.52097,0.41515,0.5375,0.23125,0.00023275,0.00023275,0.00023275,rtdetr-l,500,,,,
33,809.898,0.3381,0.41809,0.14899,0.81282,0.88195,0.84013,0.52603,0.41963,0.50372,0.23813,0.000208,0.000208,0.000208,rtdetr-l,500,,,,
34,833.733,0.32958,0.40642,0.13257,0.85157,0.88096,0.84828,0.53659,0.41433,0.49163,0.24141,0.00018325,0.00018325,0.00018325,rtdetr-l,500,,,,
35,857.554,0.3302,0.3818,0.13469,0.86048,0.87063,0.86312,0.54099,0.41732,0.49234,0.23686,0.0001585,0.0001585,0.0001585,rtdetr-l,500,,,,
36,881.686,0.331,0.38353,0.15006,0.87061,0.88036,0.87509,0.55382,0.41392,0.47695,0.2314,0.00013375,0.00013375,0.00013375,rtdetr-l,500,,,,
37,905.563,0.31766,0.37092,0.12434,0.85271,0.89621,0.87122,0.55439,0.41005,0.46519,0.23409,0.000109,0.000109,0.000109,rtdetr-l,500,,,,
38,929.744,0.30153,0.37144,0.1199,0.84717,0.89523,0.85905,0.54624,0.41563,0.45874,0.23529,8.425e-05,8.425e-05,8.425e-05,rtdetr-l,500,,,,
39,953.45,0.31133,0.38523,0.12183,0.83219,0.89523,0.83671,0.53476,0.41216,0.4724,0.24012,5.95e-05,5.95e-05,5.95e-05,rtdetr-l,500,,,,
40,977.073,0.29706,0.35594,0.11562,0.84764,0.88937,0.85407,0.54418,0.417,0.46217,0.24617,3.475e-05,3.475e-05,3.475e-05,rtdetr-l,500,,,,
1,54.3383,1.00646,1.72422,0.60992,0.05439,0.50812,0.05391,0.02327,0.75611,1.22494,0.46712,0.000329787,0.000329787,0.0673511,rtdetr-l,1500,,,,
2,103.153,0.55479,1.24959,0.26002,0.06463,0.42499,0.07681,0.02917,0.52232,1.54268,0.23591,0.000646708,0.000646708,0.0343347,rtdetr-l,1500,,,,
3,150.066,0.53617,1.1909,0.22956,0.06194,0.63256,0.08339,0.0531,0.37298,1.48043,0.17979,0.000947129,0.000947129,0.00130174,rtdetr-l,1500,,,,
4,196.586,0.45221,1.15361,0.20797,0.11959,0.46462,0.15598,0.09311,0.41573,1.19814,0.20286,0.00092575,0.00092575,0.00092575,rtdetr-l,1500,,,,
5,243.524,0.50053,0.89921,0.24646,0.56022,0.51129,0.48918,0.28158,0.4638,0.87263,0.23489,0.000901,0.000901,0.000901,rtdetr-l,1500,,,,
6,289.814,0.52556,0.67759,0.26788,0.69612,0.67721,0.73447,0.4191,0.47806,0.74605,0.27073,0.00087625,0.00087625,0.00087625,rtdetr-l,1500,,,,
7,336.48,0.53705,0.65934,0.26526,0.8705,0.62494,0.71861,0.42213,0.45104,0.83966,0.23893,0.0008515,0.0008515,0.0008515,rtdetr-l,1500,,,,
8,383.48,0.50165,0.66796,0.25823,0.84636,0.73192,0.7774,0.47029,0.44191,0.70941,0.24436,0.00082675,0.00082675,0.00082675,rtdetr-l,1500,,,,
9,429.774,0.49707,0.65843,0.26835,0.71615,0.7111,0.74971,0.44072,0.48135,0.65601,0.27214,0.000802,0.000802,0.000802,rtdetr-l,1500,,,,
10,475.776,0.47891,0.6749,0.24487,0.76389,0.63338,0.68336,0.39539,0.4381,0.78842,0.20929,0.00077725,0.00077725,0.00077725,rtdetr-l,1500,,,,
11,522.5,0.47501,0.6802,0.24522,0.80135,0.697,0.76391,0.43763,0.45874,0.70758,0.23354,0.0007525,0.0007525,0.0007525,rtdetr-l,1500,,,,
12,569.823,0.45621,0.62761,0.23377,0.78845,0.8667,0.81277,0.48901,0.44928,0.53722,0.254,0.00072775,0.00072775,0.00072775,rtdetr-l,1500,,,,
13,616.515,0.47187,0.6555,0.24336,0.80951,0.7816,0.81864,0.50298,0.43518,0.64788,0.23331,0.000703,0.000703,0.000703,rtdetr-l,1500,,,,
14,663.382,0.44509,0.65731,0.2243,0.83894,0.87628,0.84515,0.54223,0.40255,0.52564,0.21481,0.00067825,0.00067825,0.00067825,rtdetr-l,1500,,,,
15,710.076,0.42503,0.56206,0.21871,0.83121,0.85981,0.84998,0.54101,0.41104,0.53129,0.22243,0.0006535,0.0006535,0.0006535,rtdetr-l,1500,,,,
16,756.683,0.44005,0.57364,0.2169,0.83036,0.88361,0.84528,0.53736,0.41639,0.51085,0.22584,0.00062875,0.00062875,0.00062875,rtdetr-l,1500,,,,
17,803.556,0.42073,0.59388,0.20603,0.85884,0.85588,0.84849,0.5222,0.43454,0.52646,0.24297,0.000604,0.000604,0.000604,rtdetr-l,1500,,,,
18,850.013,0.43203,0.57064,0.21964,0.82442,0.87162,0.85844,0.54311,0.41499,0.48418,0.21999,0.00057925,0.00057925,0.00057925,rtdetr-l,1500,,,,
19,896.739,0.43811,0.56119,0.21444,0.76702,0.84407,0.83031,0.52618,0.40363,0.49734,0.21989,0.0005545,0.0005545,0.0005545,rtdetr-l,1500,,,,
20,943.379,0.42324,0.53891,0.20835,0.81655,0.86768,0.8563,0.5541,0.39592,0.49743,0.21824,0.00052975,0.00052975,0.00052975,rtdetr-l,1500,,,,
21,989.848,0.41919,0.53947,0.20806,0.88467,0.82735,0.86913,0.54446,0.39998,0.56932,0.20829,0.000505,0.000505,0.000505,rtdetr-l,1500,,,,
22,1035.94,0.41102,0.55111,0.19649,0.83048,0.93163,0.88348,0.56924,0.39796,0.4544,0.21713,0.00048025,0.00048025,0.00048025,rtdetr-l,1500,,,,
23,1082.74,0.40333,0.55165,0.19339,0.84691,0.88708,0.8701,0.55223,0.41384,0.51952,0.22048,0.0004555,0.0004555,0.0004555,rtdetr-l,1500,,,,
24,1128.92,0.39621,0.61262,0.18839,0.78532,0.89129,0.8123,0.53637,0.40615,0.51319,0.22025,0.00043075,0.00043075,0.00043075,rtdetr-l,1500,,,,
25,1175.14,0.39615,0.52931,0.20307,0.7251,0.83817,0.84566,0.55681,0.38689,0.51719,0.20266,0.000406,0.000406,0.000406,rtdetr-l,1500,,,,
26,1221.96,0.40355,0.52683,0.19659,0.79234,0.74127,0.79475,0.51745,0.39534,0.58615,0.20872,0.00038125,0.00038125,0.00038125,rtdetr-l,1500,,,,
27,1268.75,0.39634,0.50983,0.18573,0.79817,0.90457,0.86282,0.56401,0.39446,0.47021,0.21385,0.0003565,0.0003565,0.0003565,rtdetr-l,1500,,,,
28,1315.15,0.38659,0.52499,0.1798,0.75708,0.92179,0.83928,0.55784,0.39063,0.49021,0.21446,0.00033175,0.00033175,0.00033175,rtdetr-l,1500,,,,
29,1361.77,0.3939,0.49872,0.17565,0.8461,0.88736,0.87255,0.57069,0.39552,0.46802,0.21399,0.000307,0.000307,0.000307,rtdetr-l,1500,,,,
30,1408.32,0.37916,0.49364,0.18009,0.7958,0.90478,0.85685,0.56296,0.39424,0.46712,0.22063,0.00028225,0.00028225,0.00028225,rtdetr-l,1500,,,,
31,1455.71,0.33559,0.42537,0.16431,0.86355,0.90274,0.89939,0.59338,0.38206,0.43299,0.20483,0.0002575,0.0002575,0.0002575,rtdetr-l,1500,,,,
32,1502.55,0.33434,0.3852,0.15001,0.90067,0.94491,0.92599,0.6186,0.37614,0.39577,0.20309,0.00023275,0.00023275,0.00023275,rtdetr-l,1500,,,,
33,1548.93,0.3152,0.36446,0.13764,0.89617,0.92818,0.92103,0.61955,0.38078,0.40191,0.20624,0.000208,0.000208,0.000208,rtdetr-l,1500,,,,
34,1595.21,0.31085,0.35957,0.1419,0.89919,0.92769,0.92184,0.62309,0.38094,0.40398,0.21147,0.00018325,0.00018325,0.00018325,rtdetr-l,1500,,,,
35,1642.43,0.31009,0.36195,0.1381,0.8696,0.92769,0.89719,0.60229,0.383,0.41054,0.22123,0.0001585,0.0001585,0.0001585,rtdetr-l,1500,,,,
36,1688.63,0.30216,0.36064,0.13325,0.89312,0.92483,0.91259,0.61994,0.37983,0.40513,0.2176,0.00013375,0.00013375,0.00013375,rtdetr-l,1500,,,,
37,1734.76,0.30279,0.35666,0.12792,0.89238,0.93999,0.92143,0.6249,0.37492,0.40377,0.20858,0.000109,0.000109,0.000109,rtdetr-l,1500,,,,
38,1781.3,0.29825,0.34885,0.13067,0.90101,0.93556,0.92501,0.62808,0.3774,0.39766,0.20884,8.425e-05,8.425e-05,8.425e-05,rtdetr-l,1500,,,,
39,1827.89,0.29362,0.33817,0.12251,0.91346,0.93212,0.93427,0.63231,0.37845,0.39612,0.21037,5.95e-05,5.95e-05,5.95e-05,rtdetr-l,1500,,,,
40,1874.27,0.29018,0.33484,0.12184,0.91389,0.93443,0.92187,0.62573,0.37886,0.39795,0.21709,3.475e-05,3.475e-05,3.475e-05,rtdetr-l,1500,,,,
1,95.6029,0.80106,1.45726,0.41311,0.03976,0.52632,0.06153,0.03432,0.4091,1.6398,0.20098,0.00033156,0.00033156,0.0671755,rtdetr-l,3000,,,,
2,183.887,0.51972,1.22461,0.21922,0.13738,0.50074,0.19059,0.08238,0.38604,1.28683,0.1726,0.000648438,0.000648438,0.0341591,rtdetr-l,3000,,,,
3,269.026,0.47775,1.10327,0.21576,0.13534,0.47221,0.18979,0.09139,0.46205,1.1418,0.23453,0.000948815,0.000948815,0.00112612,rtdetr-l,3000,,,,
4,353.976,0.52112,0.86487,0.26085,0.68027,0.74274,0.73468,0.40732,0.47945,0.8254,0.25721,0.00092575,0.00092575,0.00092575,rtdetr-l,3000,,,,
5,438.544,0.55461,0.72207,0.29898,0.75523,0.67683,0.74459,0.39852,0.47495,0.69604,0.26765,0.000901,0.000901,0.000901,rtdetr-l,3000,,,,
6,523.866,0.52884,0.67754,0.2817,0.69872,0.63256,0.68755,0.38527,0.48472,0.79269,0.26593,0.00087625,0.00087625,0.00087625,rtdetr-l,3000,,,,
7,608.0,0.50318,0.64044,0.26387,0.78693,0.74324,0.79509,0.48061,0.44868,0.57894,0.24087,0.0008515,0.0008515,0.0008515,rtdetr-l,3000,,,,
8,692.728,0.50568,0.65885,0.25145,0.75759,0.67241,0.73584,0.43962,0.43711,0.71099,0.22384,0.00082675,0.00082675,0.00082675,rtdetr-l,3000,,,,
9,776.65,0.4903,0.61886,0.24434,0.73871,0.76208,0.7859,0.48619,0.43067,0.57991,0.22521,0.000802,0.000802,0.000802,rtdetr-l,3000,,,,
10,861.374,0.45641,0.61068,0.2377,0.79919,0.84407,0.8394,0.53532,0.41323,0.61327,0.21685,0.00077725,0.00077725,0.00077725,rtdetr-l,3000,,,,
11,946.057,0.45746,0.58018,0.22734,0.75946,0.85293,0.8378,0.5367,0.40305,0.51977,0.20882,0.0007525,0.0007525,0.0007525,rtdetr-l,3000,,,,
12,1030.97,0.43471,0.57503,0.22307,0.8347,0.89664,0.88631,0.56805,0.39799,0.46452,0.20651,0.00072775,0.00072775,0.00072775,rtdetr-l,3000,,,,
13,1116.71,0.4414,0.56752,0.21367,0.82016,0.87949,0.86866,0.55004,0.40953,0.48384,0.21109,0.000703,0.000703,0.000703,rtdetr-l,3000,,,,
14,1201.64,0.42418,0.58304,0.21353,0.83486,0.8908,0.86395,0.56059,0.40059,0.51909,0.21105,0.00067825,0.00067825,0.00067825,rtdetr-l,3000,,,,
15,1286.83,0.42847,0.58568,0.21108,0.75255,0.79833,0.80391,0.50436,0.42479,0.55371,0.22773,0.0006535,0.0006535,0.0006535,rtdetr-l,3000,,,,
16,1371.58,0.4332,0.57064,0.21551,0.71591,0.879,0.80369,0.51917,0.40405,0.52526,0.23521,0.00062875,0.00062875,0.00062875,rtdetr-l,3000,,,,
17,1456.34,0.43337,0.53508,0.22175,0.72266,0.85744,0.79902,0.51943,0.40074,0.50841,0.21457,0.000604,0.000604,0.000604,rtdetr-l,3000,,,,
18,1540.89,0.41431,0.54093,0.20456,0.84141,0.86642,0.88159,0.56911,0.39186,0.50419,0.20408,0.00057925,0.00057925,0.00057925,rtdetr-l,3000,,,,
19,1625.96,0.40644,0.54357,0.20304,0.74817,0.89867,0.85712,0.55664,0.39685,0.50718,0.21708,0.0005545,0.0005545,0.0005545,rtdetr-l,3000,,,,
20,1710.85,0.39449,0.5234,0.20306,0.854,0.91784,0.90237,0.59159,0.37812,0.44071,0.20117,0.00052975,0.00052975,0.00052975,rtdetr-l,3000,,,,
21,1795.64,0.39526,0.49344,0.20263,0.79282,0.91982,0.8373,0.55576,0.37537,0.4532,0.2046,0.000505,0.000505,0.000505,rtdetr-l,3000,,,,
22,1881.39,0.40326,0.50973,0.20526,0.83021,0.92966,0.88181,0.58476,0.37198,0.4715,0.19492,0.00048025,0.00048025,0.00048025,rtdetr-l,3000,,,,
23,1966.45,0.40187,0.49752,0.19852,0.85928,0.93115,0.89377,0.59155,0.37517,0.42121,0.19746,0.0004555,0.0004555,0.0004555,rtdetr-l,3000,,,,
24,2051.91,0.38952,0.49425,0.19448,0.85634,0.91884,0.88027,0.58985,0.38351,0.4224,0.19937,0.00043075,0.00043075,0.00043075,rtdetr-l,3000,,,,
25,2136.86,0.38731,0.48605,0.19744,0.90693,0.87211,0.90608,0.60929,0.3699,0.45577,0.20291,0.000406,0.000406,0.000406,rtdetr-l,3000,,,,
26,2222.14,0.37049,0.48693,0.17989,0.87271,0.93416,0.89716,0.60768,0.36514,0.43201,0.20271,0.00038125,0.00038125,0.00038125,rtdetr-l,3000,,,,
27,2306.85,0.37984,0.45439,0.19372,0.86873,0.9272,0.89373,0.59892,0.37045,0.42902,0.19478,0.0003565,0.0003565,0.0003565,rtdetr-l,3000,,,,
28,2392.08,0.37146,0.45943,0.18285,0.88421,0.93212,0.90122,0.60675,0.37888,0.407,0.1974,0.00033175,0.00033175,0.00033175,rtdetr-l,3000,,,,
29,2477.18,0.36045,0.44796,0.17474,0.89548,0.94688,0.90226,0.6094,0.36453,0.40656,0.19808,0.000307,0.000307,0.000307,rtdetr-l,3000,,,,
30,2562.12,0.37092,0.45623,0.18218,0.89364,0.94196,0.91558,0.62234,0.36645,0.39306,0.19082,0.00028225,0.00028225,0.00028225,rtdetr-l,3000,,,,
31,2648.69,0.33006,0.38377,0.15799,0.93388,0.93097,0.94153,0.64227,0.37195,0.38334,0.19877,0.0002575,0.0002575,0.0002575,rtdetr-l,3000,,,,
32,2733.54,0.31956,0.3689,0.14969,0.92991,0.93324,0.93692,0.63801,0.36726,0.38477,0.20722,0.00023275,0.00023275,0.00023275,rtdetr-l,3000,,,,
33,2819.19,0.31718,0.35309,0.15045,0.92683,0.94078,0.93805,0.64836,0.36161,0.37792,0.19972,0.000208,0.000208,0.000208,rtdetr-l,3000,,,,
34,2903.82,0.31014,0.34806,0.14281,0.92712,0.9513,0.94367,0.65566,0.35623,0.37551,0.19071,0.00018325,0.00018325,0.00018325,rtdetr-l,3000,,,,
35,2988.72,0.30602,0.34894,0.13927,0.93097,0.96016,0.94247,0.64844,0.35504,0.36719,0.20227,0.0001585,0.0001585,0.0001585,rtdetr-l,3000,,,,
36,3073.44,0.30051,0.34468,0.13649,0.93078,0.9657,0.94614,0.65787,0.3531,0.36282,0.19414,0.00013375,0.00013375,0.00013375,rtdetr-l,3000,,,,
37,3157.81,0.29479,0.33501,0.135,0.93323,0.96253,0.94913,0.65834,0.35185,0.36659,0.18935,0.000109,0.000109,0.000109,rtdetr-l,3000,,,,
38,3242.6,0.28944,0.33275,0.12947,0.92765,0.95858,0.93311,0.64767,0.35146,0.3734,0.19413,8.425e-05,8.425e-05,8.425e-05,rtdetr-l,3000,,,,
39,3327.09,0.28775,0.32715,0.124,0.93977,0.96065,0.9472,0.66138,0.34897,0.36462,0.19487,5.95e-05,5.95e-05,5.95e-05,rtdetr-l,3000,,,,
40,3412.65,0.28816,0.32812,0.12834,0.94801,0.96114,0.95685,0.66655,0.34842,0.36452,0.1914,3.475e-05,3.475e-05,3.475e-05,rtdetr-l,3000,,,,
1,36.9952,,3.49786,,0.16764,0.02312,0.02918,0.01235,,4.1726,,3e-05,3e-05,0.09703,yolo11l,50,1.70897,1.70125,1.73666,1.52066
2,50.918,,3.41198,,0.43329,0.30989,0.31482,0.16686,,2.53309,,6.82675e-05,6.82675e-05,0.0930683,yolo11l,50,2.00716,1.78548,1.54762,1.44537
3,63.1418,,2.39213,,0.00237,0.51008,0.0067,0.00193,,3.89325,,0.000104555,0.000104555,0.0891046,yolo11l,50,1.50799,1.48407,2.49306,2.56542
4,76.0446,,2.80962,,0.32305,0.2184,0.14311,0.04312,,3.48726,,0.000138863,0.000138863,0.0851389,yolo11l,50,1.77338,1.74058,2.56115,2.5998
5,91.0248,,2.16419,,0.38919,0.24643,0.19585,0.06603,,6.15155,,0.00017119,0.00017119,0.0811712,yolo11l,50,1.78675,1.61875,2.37225,2.4527
6,104.364,,2.08395,,0.34262,0.25676,0.17094,0.05486,,3.97784,,0.000201537,0.000201537,0.0772015,yolo11l,50,1.81687,1.77509,2.42946,2.49211
7,116.929,,1.7225,,0.22913,0.21545,0.12679,0.04264,,2.96145,,0.000229905,0.000229905,0.0732299,yolo11l,50,1.7489,1.6512,2.29609,2.39311
8,129.337,,2.4554,,0.37387,0.28431,0.22663,0.08301,,2.9331,,0.000256292,0.000256292,0.0692563,yolo11l,50,1.68656,1.5127,2.25624,2.43743
9,141.287,,1.77002,,0.46282,0.28529,0.26679,0.0999,,2.6811,,0.0002807,0.0002807,0.0652807,yolo11l,50,1.72627,2.00015,2.31472,2.55002
10,153.325,,1.56279,,0.27924,0.19331,0.09835,0.03108,,3.45355,,0.000303127,0.000303127,0.0613031,yolo11l,50,1.64294,1.67218,2.90295,3.06264
11,165.058,,2.00339,,0.00333,0.02607,0.00148,0.00046,,5.91984,,0.000323575,0.000323575,0.0573236,yolo11l,50,1.6979,1.66645,3.34478,4.56543
12,176.753,,1.82568,,0.01315,0.01574,0.00317,0.00153,,5.14021,,0.000342042,0.000342042,0.053342,yolo11l,50,1.68085,1.73596,2.936,3.79042
13,188.845,,1.62246,,0.01127,0.04378,0.00397,0.00119,,20.6229,,0.00035853,0.00035853,0.0493585,yolo11l,50,1.47372,1.63032,2.77467,4.10349
14,201.107,,1.61777,,0.03853,0.07378,0.01125,0.00366,,31.412,,0.000373038,0.000373038,0.045373,yolo11l,50,1.67898,1.63521,2.66569,3.93355
15,213.609,,1.67307,,0.02661,0.1215,0.01375,0.0045,,19.2183,,0.000385565,0.000385565,0.0413856,yolo11l,50,1.56576,1.64033,2.44953,4.00524
16,225.583,,1.47702,,0.02752,0.12395,0.01583,0.00531,,34.6666,,0.000396113,0.000396113,0.0373961,yolo11l,50,1.60139,1.61164,2.40919,4.20908
17,237.628,,1.36667,,0.02407,0.17068,0.02021,0.00709,,43.0713,,0.00040468,0.00040468,0.0334047,yolo11l,50,1.44491,1.5092,2.27941,3.54474
18,249.815,,1.40665,,0.07044,0.05657,0.02429,0.0097,,9.995,,0.000411267,0.000411267,0.0294113,yolo11l,50,1.42094,1.4522,2.46864,3.23565
19,262.178,,1.52859,,0.07278,0.11018,0.02734,0.01067,,5.9872,,0.000415875,0.000415875,0.0254159,yolo11l,50,1.70631,1.6413,2.66613,3.09514
20,274.18,,1.52696,,0.12426,0.20954,0.05096,0.02023,,6.1102,,0.000418503,0.000418503,0.0214185,yolo11l,50,1.53232,1.55033,2.61581,3.03436
21,286.496,,1.41135,,0.0344,0.45057,0.02657,0.00894,,29.4522,,0.00041915,0.00041915,0.0174191,yolo11l,50,1.40211,1.49971,2.48419,3.34184
22,298.856,,1.30206,,0.01659,0.1756,0.01253,0.00435,,61.2532,,0.000417818,0.000417818,0.0134178,yolo11l,50,1.61949,1.81154,2.44946,3.42832
23,311.817,,1.40538,,0.02239,0.35465,0.01505,0.00552,,49.9442,,0.000414505,0.000414505,0.0094145,yolo11l,50,1.57688,1.50635,2.36306,2.98127
24,324.31,,1.26995,,0.0469,0.29857,0.02768,0.01042,,30.1743,,0.000409213,0.000409213,0.00540921,yolo11l,50,1.52545,1.57347,2.29938,2.71367
25,336.662,,1.35984,,0.13345,0.27201,0.0736,0.02808,,12.6215,,0.00040194,0.00040194,0.00140194,yolo11l,50,1.58816,1.53821,2.28062,2.67439
26,348.674,,1.4126,,0.27518,0.35563,0.17359,0.0737,,6.14046,,0.00038125,0.00038125,0.00038125,yolo11l,50,1.26731,1.4119,2.1957,2.50421
27,360.637,,1.1183,,0.20285,0.37285,0.13935,0.05921,,5.35074,,0.0003565,0.0003565,0.0003565,yolo11l,50,1.34617,1.34626,2.14991,2.44513
28,372.87,,1.26072,,0.23272,0.41417,0.15902,0.06873,,4.3362,,0.00033175,0.00033175,0.00033175,yolo11l,50,1.40707,1.61062,2.10451,2.34464
29,384.656,,1.26126,,0.39606,0.4181,0.27802,0.12542,,3.01235,,0.000307,0.000307,0.000307,yolo11l,50,1.28043,1.42329,2.10829,2.28719
30,396.36,,1.14868,,0.6353,0.41564,0.43646,0.20274,,2.39561,,0.00028225,0.00028225,0.00028225,yolo11l,50,1.41823,1.40993,2.09912,2.23993
31,408.983,,1.13288,,0.68776,0.45106,0.47308,0.21257,,2.15858,,0.0002575,0.0002575,0.0002575,yolo11l,50,1.13922,1.41021,2.10193,2.22458
32,421.379,,1.16344,,0.71577,0.46576,0.49547,0.21661,,2.00976,,0.00023275,0.00023275,0.00023275,yolo11l,50,1.11836,1.33238,2.08488,2.22546
33,433.226,,1.109,,0.64182,0.50329,0.48784,0.21225,,1.91768,,0.000208,0.000208,0.000208,yolo11l,50,1.31841,1.40252,2.07667,2.26706
34,444.834,,0.92739,,0.58217,0.51943,0.47923,0.2101,,1.93071,,0.00018325,0.00018325,0.00018325,yolo11l,50,1.12909,1.30322,2.06088,2.31248
35,456.418,,1.01532,,0.58267,0.51894,0.48212,0.21486,,2.00376,,0.0001585,0.0001585,0.0001585,yolo11l,50,1.23805,1.31418,2.01825,2.28736
36,467.908,,0.93418,,0.57978,0.51104,0.48213,0.21955,,2.03406,,0.00013375,0.00013375,0.00013375,yolo11l,50,1.33292,1.58631,1.97301,2.21117
37,479.803,,0.97308,,0.5445,0.5214,0.48127,0.22543,,2.01692,,0.000109,0.000109,0.000109,yolo11l,50,1.05725,1.31556,1.93846,2.15379
38,491.446,,0.99154,,0.54534,0.51795,0.48862,0.23184,,1.95719,,8.425e-05,8.425e-05,8.425e-05,yolo11l,50,0.9973,1.35317,1.92285,2.12546
39,503.185,,0.78988,,0.55875,0.52508,0.51264,0.24288,,1.88413,,5.95e-05,5.95e-05,5.95e-05,yolo11l,50,1.18147,1.19678,1.91355,2.09927
40,515.1,,0.75661,,0.57911,0.52484,0.53171,0.25299,,1.83296,,3.475e-05,3.475e-05,3.475e-05,yolo11l,50,0.99434,1.18552,1.90189,2.07919
1,21.9855,,3.7567,,0.32065,0.11559,0.09716,0.05186,,3.86273,,6e-05,6e-05,0.09406,yolo11l,100,1.6445,1.66257,1.84066,1.71099
2,36.4884,,2.4251,,0.16097,0.20954,0.06677,0.02123,,3.73057,,0.000126783,0.000126783,0.0871268,yolo11l,100,1.78194,1.63423,2.57409,2.28263
3,51.3555,,2.04952,,0.21694,0.195,0.11654,0.0432,,6.1589,,0.0001901,0.0001901,0.0801901,yolo11l,100,1.77137,1.56779,2.29792,2.12713
4,65.1419,,2.10031,,0.4559,0.24496,0.24312,0.08303,,4.61744,,0.000249953,0.000249953,0.07325,yolo11l,100,1.86223,1.72222,2.2438,2.3704
5,79.2753,,1.79198,,0.08544,0.30103,0.06475,0.02331,,11.6356,,0.00030634,0.00030634,0.0663063,yolo11l,100,1.81137,1.7709,2.44578,2.85841
6,92.2357,,2.00417,,0.176,0.27103,0.157,0.06568,,13.2009,,0.000359262,0.000359262,0.0593593,yolo11l,100,1.76321,1.72697,2.31097,3.26701
7,105.342,,1.80107,,0.03836,0.19823,0.02303,0.00832,,76.6779,,0.00040872,0.00040872,0.0524087,yolo11l,100,1.77337,1.7475,2.2399,5.47768
8,118.143,,1.85934,,0.02501,0.15986,0.01235,0.00424,,105.604,,0.000454713,0.000454713,0.0454547,yolo11l,100,1.75578,1.78505,2.42524,7.89895
9,131.146,,1.85698,,0.08306,0.02459,0.01303,0.00437,,47.0215,,0.00049724,0.00049724,0.0384972,yolo11l,100,1.74824,1.77145,2.39938,5.36517
10,144.23,,1.77596,,0.01834,0.34973,0.01248,0.00477,,inf,,0.000536303,0.000536303,0.0315363,yolo11l,100,1.77889,1.71678,2.41794,2.95896
11,158.074,,1.78925,,0.00499,0.40187,0.00355,0.00145,,inf,,0.0005719,0.0005719,0.0245719,yolo11l,100,1.63397,1.65711,2.52291,2.79185
12,171.745,,1.77538,,0.0697,0.26808,0.0639,0.02088,,30.0187,,0.000604033,0.000604033,0.017604,yolo11l,100,1.73319,1.63857,2.35454,3.04378
13,184.868,,1.67309,,0.0588,0.34137,0.06165,0.01905,,32.7989,,0.0006327,0.0006327,0.0106327,yolo11l,100,1.70349,1.67035,2.27779,3.66204
14,197.831,,1.61418,,0.08166,0.35957,0.07101,0.02413,,41.5527,,0.000657903,0.000657903,0.0036579,yolo11l,100,1.62244,1.72166,2.07502,3.4568
15,211.019,,1.68589,,0.20785,0.2912,0.18693,0.07456,,13.1735,,0.0006535,0.0006535,0.0006535,yolo11l,100,1.65862,1.68634,2.08781,2.65823
16,223.792,,1.66748,,0.13509,0.28529,0.09166,0.03693,,11.4373,,0.00062875,0.00062875,0.00062875,yolo11l,100,1.55262,1.63938,2.2297,2.57281
17,236.402,,1.5379,,0.23497,0.33202,0.21717,0.09952,,12.1241,,0.000604,0.000604,0.000604,yolo11l,100,1.5106,1.55442,2.39259,2.48986
18,249.105,,1.46049,,0.53645,0.30497,0.30445,0.14325,,4.30768,,0.00057925,0.00057925,0.00057925,yolo11l,100,1.47452,1.51597,2.66007,2.5693
19,262.164,,1.30176,,0.35732,0.43237,0.31189,0.13736,,4.80656,,0.0005545,0.0005545,0.0005545,yolo11l,100,1.46664,1.46955,2.08624,2.2396
20,274.563,,1.40916,,0.71997,0.41859,0.46497,0.20579,,2.78829,,0.00052975,0.00052975,0.00052975,yolo11l,100,1.46109,1.48443,2.11616,2.26445
21,287.152,,1.52753,,0.64805,0.4786,0.50475,0.22197,,2.5844,,0.000505,0.000505,0.000505,yolo11l,100,1.55251,1.5983,2.02646,2.19666
