epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
15,1286.83,0.42847,0.58568,0.21108,0.75255,0.79833,0.80391,0.50436,0.42479,0.55371,0.22773,0.0006535,0.0006535,0.0006535
16,1371.58,0.4332,0.57064,0.21551,0.71591,0.879,0.80369,0.51917,0.40405,0.52526,0.23521,0.00062875,0.00062875,0.00062875
17,1456.34,0.43337,0.53508,0.22175,0.72266,0.85744,0.79902,0.51943,0.40074,0.50841,0.21457,0.000604,0.000604,0.000604
18,1540.89,0.41431,0.54093,0.20456,0.84141,0.86642,0.88159,0.56911,0.39186,0.50419,0.20408,0.00057925,0.00057925,0.00057925
19,1625.96,0.40644,0.54357,0.20304,0.74817,0.89867,0.85712,0.55664,0.39685,0.50718,0.21708,0.0005545,0.0005545,0.0005545
20,1710.85,0.39449,0.5234,0.20306,0.854,0.91784,0.90237,0.59159,0.37812,0.44071,0.20117,0.00052975,0.00052975,0.00052975
21,1795.64,0.39526,0.49344,0.20263,0.79282,0.91982,0.8373,0.55576,0.37537,0.4532,0.2046,0.000505,0.000505,0.000505
22,1881.39,0.40326,0.50973,0.20526,0.83021,0.92966,0.88181,0.58476,0.37198,0.4715,0.19492,0.00048025,0.00048025,0.00048025
23,1966.45,0.40187,0.49752,0.19852,0.85928,0.93115,0.89377,0.59155,0.37517,0.42121,0.19746,0.0004555,0.0004555,0.0004555
24,2051.91,0.38952,0.49425,0.19448,0.85634,0.91884,0.88027,0.58985,0.38351,0.4224,0.19937,0.00043075,0.00043075,0.00043075
25,2136.86,0.38731,0.48605,0.19744,0.90693,0.87211,0.90608,0.60929,0.3699,0.45577,0.20291,0.000406,0.000406,0.000406
26,2222.14,0.37049,0.48693,0.17989,0.87271,0.93416,0.89716,0.60768,0.36514,0.43201,0.20271,0.00038125,0.00038125,0.00038125
27,2306.85,0.37984,0.45439,0.19372,0.86873,0.9272,0.89373,0.59892,0.37045,0.42902,0.19478,0.0003565,0.0003565,0.0003565
28,2392.08,0.37146,0.45943,0.18285,0.88421,0.93212,0.90122,0.60675,0.37888,0.407,0.1974,0.00033175,0.00033175,0.00033175
29,2477.18,0.36045,0.44796,0.17474,0.89548,0.94688,0.90226,0.6094,0.36453,0.40656,0.19808,0.000307,0.000307,0.000307
30,2562.12,0.37092,0.45623,0.18218,0.89364,0.94196,0.91558,0.62234,0.36645,0.39306,0.19082,0.00028225,0.00028225,0.00028225
31,2648.69,0.33006,0.38377,0.15799,0.93388,0.93097,0.94153,0.64227,0.37195,0.38334,0.19877,0.0002575,0.0002575,0.0002575
32,2733.54,0.31956,0.3689,0.14969,0.92991,0.93324,0.93692,0.63801,0.36726,0.38477,0.20722,0.00023275,0.00023275,0.00023275
33,2819.19,0.31718,0.35309,0.15045,0.92683,0.94078,0.93805,0.64836,0.36161,0.37792,0.19972,0.000208,0.000208,0.000208
34,2903.82,0.31014,0.34806,0.14281,0.92712,0.9513,0.94367,0.65566,0.35623,0.37551,0.19071,0.00018325,0.00018325,0.00018325
35,2988.72,0.30602,0.34894,0.13927,0.93097,0.96016,0.94247,0.64844,0.35504,0.36719,0.20227,0.0001585,0.0001585,0.0001585
36,3073.44,0.30051,0.34468,0.13649,0.93078,0.9657,0.94614,0.65787,0.3531,0.36282,0.19414,0.00013375,0.00013375,0.00013375
37,3157.81,0.29479,0.33501,0.135,0.93323,0.96253,0.94913,0.65834,0.35185,0.36659,0.18935,0.000109,0.000109,0.000109
38,3242.6,0.28944,0.33275,0.12947,0.92765,0.95858,0.93311,0.64767,0.35146,0.3734,0.19413,8.425e-05,8.425e-05,8.425e-05
39,3327.09,0.28775,0.32715,0.124,0.93977,0.96065,0.9472,0.66138,0.34897,0.36462,0.19487,5.95e-05,5.95e-05,5.95e-05
40,3412.65,0.28816,0.32812,0.12834,0.94801,0.96114,0.95685,0.66655,0.34842,0.36452,0.1914,3.475e-05,3.475e-05,3.475e-05
